"","description","cluster","Matching.Attribute","ID","shared.name","Family","Class","ABI3VP1_DD","MYBrelated_DD","MYB_DD","CPP_DD","C2C2dof_DD","ZFHD_DD","ARID_DD","Trihelix_DD","NAC_DD","WRKY_DD","C2C2YABBY_DD","ND_DD","Homeobox_DD","BZR_DD","TCP_DD","AP2EREBP_DD","Orphan_DD","bHLH_DD","HB_DD","C2C2gata_DD","HMG_DD","GRF_DD","C2H2_DD"
"1218","SSF57889;SSF57889;SSF57889;SSF57889;SSF57889","DD","AT4G01920","AT4G01920","AT4G01920",NA,"pos",1,2,5,1,0,3,4,0,0,1,0,6,1,0,1,1,1,0,0,1,0,0,0
"1219","Lipase/lipooxygenase, PLAT/LH2;Lipoxygenase, C-terminal","UU","AT1G17420","AT1G17420","AT1G17420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","Ribonuclease III;SSF54768;Ribonuclease III;SSF54768;SSF54768","DD","AT5G45150","AT5G45150","AT5G45150",NA,"pos",0,1,4,0,1,0,1,1,0,1,0,3,0,0,4,1,1,1,0,0,1,0,1
"1221","F-box domain, Skp2-like;F-box associated interaction domain","DD","AT1G09650","AT1G09650","AT1G09650",NA,"pos",3,0,3,1,1,2,1,1,0,0,0,4,0,0,3,0,1,1,0,1,0,1,0
"1222","Short-chain dehydrogenase/reductase SDR","UU","AT4G27440","AT4G27440","AT4G27440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","NO_DESCRIPTION","DD","AT5G49525","AT5G49525","AT5G49525",NA,"pos",1,2,4,1,0,1,5,1,4,1,1,4,2,1,4,2,2,2,0,1,0,1,0
"1224","Toll-Interleukin receptor;ATPase, AAA+ type, core;SSF46785;SSF52058;NOVEL00107","DD","AT5G46260","AT5G46260","AT5G46260",NA,"pos",1,2,3,1,1,1,5,0,0,1,1,5,0,0,1,1,0,0,0,1,1,1,1
"1225","NO_DESCRIPTION","UU","AT5G64510","AT5G64510","AT5G64510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","SSF52047","UU","AT5G51370","AT5G51370","AT5G51370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","Cytochrome P450","UU","AT5G25140","AT5G25140","AT5G25140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","SSF100934","UU","AT4G32208","AT4G32208","AT4G32208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","Cytochrome P450","UU","AT5G25130","AT5G25130","AT5G25130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","Cytochrome P450","UU","AT3G26170","AT3G26170","AT3G26170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","Homeodomain-like;Homeodomain-like","DD","AT4G37780","AT4G37780","AT4G37780","MYB","pos",1,0,4,2,1,2,3,0,3,1,0,5,0,1,1,1,1,0,0,1,0,0,0
"1232","Very-long-chain 3-ketoacyl-CoA synthase","DD","AT2G15090","AT2G15090","AT2G15090",NA,"pos",2,2,4,0,0,3,5,1,1,1,1,5,2,0,2,2,2,1,1,1,0,1,1
"1233","Cytochrome P450","UU","AT3G48520","AT3G48520","AT3G48520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","Xyloglucan endotransglucosylase/hydrolase","UU","AT5G57560","AT5G57560","AT5G57560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","Protein of unknown function DUF247, plant","DD","AT5G11290","AT5G11290","AT5G11290",NA,"pos",1,0,2,0,0,0,2,1,0,1,1,1,0,0,0,1,2,1,0,0,1,1,0
"1236","Thaumatin, pathogenesis-related","UU","AT4G36010","AT4G36010","AT4G36010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","NO_DESCRIPTION","UU","AT2G18680","AT2G18680","AT2G18680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","Protein kinase-like domain","UU","AT4G25390","AT4G25390","AT4G25390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","DNA-binding WRKY","DD","AT2G25000","AT2G25000","AT2G25000","WRKY","pos",2,1,5,1,1,1,3,1,4,1,0,4,2,1,1,1,1,1,0,1,1,0,1
"1240","Glycoside hydrolase, catalytic core;SSF51011","UU","AT5G08380","AT5G08380","AT5G08380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","SSF56784","DD","AT4G39770","AT4G39770","AT4G39770",NA,"pos",2,1,4,0,1,2,3,0,1,1,1,2,1,0,2,0,1,1,1,1,1,1,1
"1242","SCP-like extracellular","DD","AT3G09590","AT3G09590","AT3G09590",NA,"pos",1,1,3,1,1,2,4,0,0,1,1,6,1,1,1,1,1,0,0,0,1,0,0
"1243","ATPase, F0/V0 complex, subunit C","UU","ATMG00040","ATMG00040","ATMG00040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","SSF53474","UU","AT1G02660","AT1G02660","AT1G02660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","NO_DESCRIPTION","DD","AT3G05936","AT3G05936","AT3G05936",NA,"pos",2,2,1,0,1,0,3,1,2,0,0,5,0,1,1,1,1,2,1,1,1,0,0
"1246","NO_DESCRIPTION","DD","AT1G23050","AT1G23050","AT1G23050",NA,"pos",3,1,3,0,1,2,2,1,1,1,1,6,1,0,1,1,2,0,1,0,1,1,1
"1247","Transferase","DD","AT3G29590","AT3G29590","AT3G29590",NA,"pos",1,1,4,1,1,3,5,1,0,1,0,5,1,0,4,1,2,0,0,1,0,0,0
"1248","Protein of unknown function DUF1675;Protein of unknown function DUF1675","UU","AT3G02140","AT3G02140","AT3G02140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","Protein of unknown function DUF827, plant","DD","AT4G33390","AT4G33390","AT4G33390",NA,"pos",0,0,1,1,1,1,1,0,2,0,0,2,2,0,3,1,2,0,1,1,1,1,0
"1250","Ferric reductase-like transmembrane component, N-terminal;Riboflavin synthase-like beta-barrel;Ferric reductase, NAD binding","DD","AT5G50160","AT5G50160","AT5G50160",NA,"pos",1,2,6,0,1,2,2,1,0,1,1,4,1,0,3,0,1,1,0,0,1,1,0
"1251","Auxin responsive SAUR protein","UU","AT3G09870","AT3G09870","AT3G09870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","NO_DESCRIPTION","DD","AT2G39370","AT2G39370","AT2G39370",NA,"pos",1,0,2,1,0,0,3,0,3,1,0,5,0,1,4,2,3,1,1,1,1,1,0
"1253","Ribosomal protein L30e;Protein of unknown function DUF3049","UU","AT1G22110","AT1G22110","AT1G22110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","Inhibitor of apoptosis-promoting Bax1 related","UU","AT1G03070","AT1G03070","AT1G03070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","VQ","DD","AT2G41180","AT2G41180","AT2G41180",NA,"pos",0,1,5,1,1,2,4,1,0,1,1,5,2,0,3,2,1,0,0,0,1,1,0
"1256","Domain of unknown function, nucleolar NUC130/133, N-terminal;SDA1","DD","AT4G31520","AT4G31520","AT4G31520",NA,"pos",0,1,5,0,1,0,2,0,1,0,0,1,0,0,3,0,1,1,0,1,1,0,1
"1257","NO_DESCRIPTION","DD","AT1G31835","AT1G31835","AT1G31835",NA,"pos",1,0,3,0,1,0,3,0,1,1,0,0,0,0,2,3,0,1,0,0,0,0,1
"1258","SSF56784","UU","AT5G65140","AT5G65140","AT5G65140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","Glycoside hydrolase, catalytic core","DD","AT5G42100","AT5G42100","AT5G42100",NA,"pos",1,0,1,0,1,2,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0
"1260","NO_DESCRIPTION","UU","AT1G32928","AT1G32928","AT1G32928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","NO_DESCRIPTION","DD","AT3G01700","AT3G01700","AT3G01700",NA,"pos",0,1,3,0,1,1,2,0,4,0,0,4,0,2,4,1,1,1,1,1,1,0,1
"1262","Phytochelatin synthase;Phytochelatin synthase, C-terminal;Phytochelatin synthase, C-terminal","UU","AT1G03980","AT1G03980","AT1G03980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","SSF47473","UU","AT3G29000","AT3G29000","AT3G29000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","PTHR13902","DD","AT1G60060","AT1G60060","AT1G60060",NA,"pos",3,1,2,2,1,2,6,0,0,0,0,7,2,0,0,0,1,2,1,1,0,0,0
"1265","NO_DESCRIPTION","DD","AT4G29110","AT4G29110","AT4G29110",NA,"pos",4,2,4,1,1,1,3,0,4,1,2,5,1,1,2,1,1,1,0,1,0,0,1
"1266","Armadillo-type fold","UU","AT3G09350","AT3G09350","AT3G09350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","FAD-binding, type 2;NOVEL00003;Berberine/berberine-like","UU","AT4G20830","AT4G20830","AT4G20830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","SSF53474","DD","AT2G35770","AT2G35770","AT2G35770",NA,"pos",1,1,4,1,1,3,4,0,0,0,0,6,1,1,2,0,2,1,0,0,1,0,1
"1269","NOVEL00142;DNA-binding WRKY;NOVEL00143","UU","AT1G66550","AT1G66550","AT1G66550","WRKY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","SSF52540","DD","AT1G18590","AT1G18590","AT1G18590",NA,"pos",1,1,5,1,1,1,4,0,1,0,0,3,1,1,1,1,0,2,1,0,1,1,0
"1271","C2 calcium/lipid-binding domain, CaLB","UU","AT3G62780","AT3G62780","AT3G62780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","SSF54928","UU","AT3G01210","AT3G01210","AT3G01210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","SSF53756","DD","AT3G21560","AT3G21560","AT3G21560",NA,"pos",3,2,4,0,1,3,2,1,1,1,1,2,1,1,2,2,1,1,1,0,1,0,1
"1274","NO_DESCRIPTION","UU","AT5G64401","AT5G64401","AT5G64401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","Thioredoxin-like fold","UU","AT1G45145","AT1G45145","AT1G45145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","WD40/YVTN repeat-like-containing domain","DD","AT1G19750","AT1G19750","AT1G19750",NA,"pos",4,1,2,1,0,1,3,1,1,1,0,6,1,0,4,1,1,1,0,1,0,0,0
"1277","Helix-loop-helix DNA-binding;NOVEL00109","DD","AT5G46830","AT5G46830","AT5G46830","bHLH","pos",2,1,2,2,0,2,2,1,1,1,1,3,1,0,2,1,1,1,1,1,1,1,0
"1278","Haem peroxidase","UU","AT3G09640","AT3G09640","AT3G09640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","SSF47473;Mitochondrial substrate carrier","UU","AT5G51050","AT5G51050","AT5G51050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","NO_DESCRIPTION","DD","AT2G46567","AT2G46567","AT2G46567",NA,"pos",1,1,2,0,1,0,1,0,0,1,2,1,0,0,3,0,1,1,0,1,0,1,1
"1281","Glutaredoxin","DD","AT5G39865","AT5G39865","AT5G39865",NA,"pos",2,1,1,1,0,3,3,1,0,1,1,4,1,0,1,0,0,1,0,0,0,0,0
"1282","Protein kinase-like domain","DD","AT5G61350","AT5G61350","AT5G61350",NA,"pos",1,1,4,1,1,1,3,0,0,1,1,4,1,0,3,2,1,0,0,0,1,0,1
"1283","NO_DESCRIPTION","DD","AT3G09162","AT3G09162","AT3G09162",NA,"pos",2,2,4,1,1,1,3,0,1,0,0,4,0,1,0,0,1,1,1,0,1,0,1
"1284","Integrator complex, subunit 3","DD","AT4G14590","AT4G14590","AT4G14590",NA,"pos",3,1,3,1,1,1,3,1,0,1,1,6,1,0,2,0,0,1,1,1,0,1,0
"1285","PTHR23421","DD","AT3G43580","AT3G43580","AT3G43580",NA,"pos",2,0,3,2,1,2,4,1,1,1,1,7,2,0,4,1,0,1,0,0,0,0,1
"1286","NOVEL00014","UU","AT1G05340","AT1G05340","AT1G05340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","ATPase, AAA+ type, core;ABC-2 type transporter","DD","AT1G53270","AT1G53270","AT1G53270",NA,"pos",0,2,4,0,0,2,1,0,2,0,0,6,1,1,2,0,2,2,0,1,0,0,1
"1288","Exo70 exocyst complex subunit","DD","AT2G28650","AT2G28650","AT2G28650",NA,"pos",1,1,5,0,1,3,3,0,0,1,1,3,1,1,2,2,1,1,1,1,0,0,0
"1289","NO_DESCRIPTION","UU","AT4G25225","AT4G25225","AT4G25225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","Protein of unknown function DUF506, plant","UU","AT1G62420","AT1G62420","AT1G62420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","Lipase, GDSL","DD","AT1G28670","AT1G28670","AT1G28670",NA,"pos",2,2,5,1,1,0,4,0,0,1,1,5,1,0,1,2,2,1,1,1,1,1,1
"1292","HTH transcriptional regulator, Myb-type, DNA-binding;HTH transcriptional regulator, Myb-type, DNA-binding","DD","AT2G32460","AT2G32460","AT2G32460","MYB","pos",0,1,5,1,1,1,4,0,3,1,1,2,1,0,4,1,1,0,0,1,1,0,1
"1293","CheY-like;CCT domain","UU","AT2G46790","AT2G46790","AT2G46790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","Protein of unknown function DUF231, plant","DD","AT3G06080","AT3G06080","AT3G06080",NA,"pos",0,0,3,0,1,1,3,0,2,1,0,2,1,0,2,0,0,0,0,0,1,1,0
"1295","Immunoglobulin-like fold","DD","AT5G19060","AT5G19060","AT5G19060",NA,"pos",0,1,2,1,1,3,2,0,0,0,1,1,1,1,2,0,2,1,0,1,0,0,0
"1296","Peptidase aspartic","DD","AT5G36260","AT5G36260","AT5G36260",NA,"pos",0,1,3,1,0,2,3,0,0,1,1,7,2,1,0,0,1,1,1,1,1,0,1
"1297","Acyl-ACP thioesterase","UU","AT3G25110","AT3G25110","AT3G25110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","Protein of unknown function DUF1005;Protein of unknown function DUF1005","DD","AT4G29310","AT4G29310","AT4G29310",NA,"pos",0,1,3,0,0,3,2,1,2,0,0,7,2,1,3,1,2,1,0,1,0,0,1
"1299","SSF53474","DD","AT5G11790","AT5G11790","AT5G11790",NA,"pos",2,2,4,1,1,2,5,0,2,1,0,3,1,1,2,2,1,2,0,1,0,1,1
"1300","Toll-Interleukin receptor;SSF52540;SSF46785;SSF52058","DD","AT2G17060","AT2G17060","AT2G17060",NA,"pos",3,1,2,0,1,0,2,1,0,1,1,6,0,0,5,1,1,1,1,1,1,0,0
"1301","Profilin/allergen","UU","AT4G29340","AT4G29340","AT4G29340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","Toll-Interleukin receptor;SSF52540;SSF46785;SSF52058;NOVEL00210","UU","AT3G44400","AT3G44400","AT3G44400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","Fatty acid desaturase, type 1","UU","AT3G15870","AT3G15870","AT3G15870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","SSF50729;Regulator of chromosome condensation/beta-lactamase-inhibitor protein II;Zinc finger, RING/FYVE/PHD-type","DD","AT3G47660","AT3G47660","AT3G47660",NA,"pos",1,1,1,0,0,1,0,0,0,1,1,1,0,0,4,1,2,1,0,0,0,1,0
"1305","Zinc finger, C2H2-like;Zinc finger, C2H2-like;Zinc finger, C2H2-like","DD","AT1G26610","AT1G26610","AT1G26610","C2H2","pos",2,1,6,1,1,1,2,0,2,1,0,7,0,1,4,2,1,1,0,1,0,1,1
"1306","NO_DESCRIPTION","DD","AT1G35255","AT1G35255","AT1G35255",NA,"pos",2,1,5,0,1,2,3,0,2,0,0,3,1,1,5,0,1,1,0,1,1,1,1
"1307","BRO1","UU","AT5G14020","AT5G14020","AT5G14020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","LisH dimerisation motif;CTLH, C-terminal LisH motif;Ran binding protein-like, CRA domain","UU","AT4G09300","AT4G09300","AT4G09300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","Major intrinsic protein","DD","AT3G06100","AT3G06100","AT3G06100",NA,"pos",0,0,5,0,1,3,4,0,0,1,1,3,1,0,1,0,2,1,0,1,1,0,1
"1310","NO_DESCRIPTION","DD","AT1G64330","AT1G64330","AT1G64330",NA,"pos",2,1,3,1,1,0,2,1,0,1,0,5,0,0,1,0,0,2,0,1,0,0,1
"1311","SSF52540","DD","AT1G13420","AT1G13420","AT1G13420",NA,"pos",1,1,3,2,1,1,3,0,0,1,1,4,0,1,1,0,1,2,0,1,1,1,1
"1312","Uncharacterised conserved protein UCP015417,  vWA","UU","AT5G13210","AT5G13210","AT5G13210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","SSF52058;SSF52058","DD","AT3G23120","AT3G23120","AT3G23120",NA,"pos",4,0,3,2,1,1,0,0,1,1,0,1,1,1,5,1,0,1,0,0,0,1,1
"1314","Major facilitator superfamily, general substrate transporter","UU","AT5G01180","AT5G01180","AT5G01180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","NO_DESCRIPTION","DD","AT3G06145","AT3G06145","AT3G06145",NA,"pos",1,1,2,0,1,1,3,0,0,1,0,7,0,0,4,2,1,1,1,1,1,1,0
"1316","Cupredoxin","UU","AT5G57920","AT5G57920","AT5G57920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","Cyclin-dependent kinase inhibitor","DD","AT2G23430","AT2G23430","AT2G23430",NA,"pos",1,1,4,0,1,1,4,0,4,1,1,4,1,1,3,0,2,1,0,0,1,0,0
"1318","C2 calcium/lipid-binding domain, CaLB;C2 calcium/lipid-binding domain, CaLB;C2 calcium/lipid-binding domain, CaLB","UU","AT3G18370","AT3G18370","AT3G18370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","Armadillo-type fold","DD","AT5G64490","AT5G64490","AT5G64490",NA,"pos",2,0,4,0,1,0,2,1,2,0,0,3,0,1,3,0,1,1,0,0,0,0,0
"1320","C2 calcium/lipid-binding domain, CaLB","UU","AT4G34150","AT4G34150","AT4G34150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","Heat shock protein DnaJ, N-terminal","UU","AT3G13310","AT3G13310","AT3G13310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","NO_DESCRIPTION","DD","AT4G39320","AT4G39320","AT4G39320",NA,"pos",2,1,3,0,0,1,4,1,0,1,0,6,1,2,5,2,2,2,0,1,1,1,0
"1323","NOVEL00051","UU","AT1G12710","AT1G12710","AT1G12710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","Small GTP-binding protein","DD","AT3G12160","AT3G12160","AT3G12160",NA,"pos",0,0,2,1,0,1,3,0,2,0,1,2,1,0,0,2,0,0,0,0,0,0,0
"1325","SSF57850","DD","AT4G15975","AT4G15975","AT4G15975",NA,"pos",1,1,2,1,0,0,2,0,2,1,0,6,1,0,3,2,2,1,1,1,1,1,1
"1326","t-SNARE","UU","AT4G30240","AT4G30240","AT4G30240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","SSF48452;SSF57850","UU","AT3G07370","AT3G07370","AT3G07370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","Zinc finger, CCCH-type","DD","AT5G66270","AT5G66270","AT5G66270",NA,"pos",2,1,5,1,1,2,2,1,3,1,1,3,1,2,3,1,1,1,0,0,1,0,0
"1329","SSF57850","DD","AT1G04360","AT1G04360","AT1G04360",NA,"pos",1,0,3,1,1,2,2,0,3,1,0,4,1,1,1,2,1,2,1,1,0,1,0
"1330","Uncharacterised protein family UPF0497, trans-membrane plant","UU","AT1G49405","AT1G49405","AT1G49405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","Uncharacterised protein family UPF0497, trans-membrane plant","UU","AT1G79780","AT1G79780","AT1G79780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","Tify;CCT domain-like","UU","AT1G19180","AT1G19180","AT1G19180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","SSF53335","DD","AT5G38020","AT5G38020","AT5G38020",NA,"pos",2,0,3,1,1,2,4,1,5,1,1,7,1,1,2,1,1,2,1,1,0,1,0
"1334","SSF48452","UU","AT2G01390","AT2G01390","AT2G01390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","Protein kinase-like domain","DD","AT5G23170","AT5G23170","AT5G23170",NA,"pos",0,0,4,1,1,1,3,0,2,1,1,2,1,1,0,0,2,2,1,0,0,0,0
"1336","NO_DESCRIPTION","UU","ATMG00690","ATMG00690","ATMG00690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","Cyclin-related 2","UU","AT3G05327","AT3G05327","AT3G05327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","NO_DESCRIPTION","DD","AT1G70270","AT1G70270","AT1G70270",NA,"pos",2,1,3,1,1,1,2,0,0,0,0,4,0,1,3,2,1,0,0,1,0,0,1
"1339","Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat","DD","AT5G40400","AT5G40400","AT5G40400",NA,"pos",1,0,4,2,0,1,2,0,0,0,0,2,0,0,4,1,0,1,0,1,1,0,1
"1340","Malectin/receptor-like protein kinase;Malectin/receptor-like protein kinase;Protein kinase-like domain","DD","AT5G39000","AT5G39000","AT5G39000",NA,"pos",2,0,2,0,1,0,0,0,1,1,1,3,0,1,0,3,1,1,1,0,1,0,1
"1341","SSF48452","DD","AT2G20540","AT2G20540","AT2G20540",NA,"pos",1,0,1,1,1,0,0,0,0,0,1,1,1,1,2,0,1,1,0,0,1,1,0
"1342","Protein of unknown function DUF231, plant","DD","AT5G15900","AT5G15900","AT5G15900",NA,"pos",3,0,2,1,1,1,1,0,1,0,0,5,1,1,1,2,1,0,1,1,0,0,0
"1343","NO_DESCRIPTION","DD","AT3G05980","AT3G05980","AT3G05980",NA,"pos",3,1,4,1,0,3,6,1,2,0,0,5,1,1,2,2,1,1,1,1,1,1,0
